Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
DisGeNET,35,C0002793,Anaplasia,,-16,7.6,13,30244,538,207,28,14,2.4,595|596|857|1398|1655|1843|2099|2260|2309|2335|2346|2697|4088|4773|5156|5241|5728|6934|7040|7094|8289|8842|8861|23411|50507|55107|84444|89780,CCND1|BCL2|CAV1|CRK|DDX5|DUSP1|ESR1|FGFR1|FOXO3|FN1|FOLH1|GJA1|SMAD3|NFATC2|PDGFRA|PGR|PTEN|TCF7L2|TGFB1|TLN1|ARID1A|PROM1|LDB1|SIRT1|NOX4|ANO1|DOT1L|WNT3A,-13,cluster_1_x_name
DisGeNET,35,C0349566,Squamous cell carcinoma of tongue,,-15,7.9,12,30244,462,207,25,12,2.3,406|595|596|842|857|1605|2260|2697|3643|4088|4292|4881|5156|5596|5728|5970|6523|6581|6857|7040|7049|8842|9213|9351|50507,BMAL1|CCND1|BCL2|CASP9|CAV1|DAG1|FGFR1|GJA1|INSR|SMAD3|MLH1|NPR1|PDGFRA|MAPK4|PTEN|RELA|SLC5A1|SLC22A3|SYT1|TGFB1|TGFBR3|PROM1|XPR1|NHERF2|NOX4,-11,cluster_1_x_name
DisGeNET,35,C0155626,Acute myocardial infarction,,-15,5.9,11,30244,766,207,31,15,2.5,154|348|595|596|842|857|1129|1398|1500|1557|2099|2309|2697|3159|3767|4624|4846|4881|5728|5747|5970|6541|6546|6857|7040|10060|23166|23411|23576|23654|135112,ADRB2|APOE|CCND1|BCL2|CASP9|CAV1|CHRM2|CRK|CTNND1|CYP2C19|ESR1|FOXO3|GJA1|HMGA1|KCNJ11|MYH6|NOS3|NPR1|PTEN|PTK2|RELA|SLC7A1|SLC8A1|SYT1|TGFB1|ABCC9|STAB1|SIRT1|DDAH1|PLXNB2|NCOA7,-11,cluster_1_x_name
DisGeNET,35,C0428886,Mean blood pressure,,-14,16,15,30244,146,207,16,7.7,1.9,406|490|1445|1557|3643|3767|4650|4773|4846|4881|7525|10864|55689|64116|79068|79109,BMAL1|ATP2B1|CSK|CYP2C19|INSR|KCNJ11|MYO9B|NFATC2|NOS3|NPR1|YES1|SLC22A7|YEATS2|SLC39A8|FTO|MAPKAP1,-11,cluster_1_x_name
DisGeNET,35,C0085580,Essential Hypertension,,-14,7.9,12,30244,445,207,24,12,2.2,154|348|406|490|1500|1544|1557|1584|2309|2697|3643|3767|4846|4881|4883|6237|6541|6546|7040|7369|23327|27347|51530|79068,ADRB2|APOE|BMAL1|ATP2B1|CTNND1|CYP1A2|CYP2C19|CYP11B1|FOXO3|GJA1|INSR|KCNJ11|NOS3|NPR1|NPR3|RRAS|SLC7A1|SLC8A1|TGFB1|UMOD|NEDD4L|STK39|ZC3HC1|FTO,-11,cluster_1_x_name
DisGeNET,35,C0853879,Invasive carcinoma of breast,,-14,7.4,12,30244,472,207,24,12,2.2,490|595|596|1026|1031|2099|2260|2309|2335|2346|3643|3663|4846|5241|5587|5728|5747|7040|7514|8289|8842|10979|23683|54822,ATP2B1|CCND1|BCL2|CDKN1A|CDKN2C|ESR1|FGFR1|FOXO3|FN1|FOLH1|INSR|IRF5|NOS3|PGR|PRKD1|PTEN|PTK2|TGFB1|XPO1|ARID1A|PROM1|FERMT2|PRKD3|TRPM7,-10,cluster_1_x_name
TRRUST,34,TRR01256,Regulated by: SP1,,-13,7,11,30244,525,207,25,12,2.3,348|595|596|857|1026|1593|2099|2260|2696|2697|3159|3643|3663|4846|4988|5241|5581|5728|5970|6720|7040|8660|8842|23411|64116,APOE|CCND1|BCL2|CAV1|CDKN1A|CYP27A1|ESR1|FGFR1|GIPR|GJA1|HMGA1|INSR|IRF5|NOS3|OPRM1|PGR|PRKCE|PTEN|RELA|SREBF1|TGFB1|IRS2|PROM1|SIRT1|SLC39A8,-10,cluster_1_x_name
DisGeNET,35,C0038433,Streptozotocin Diabetes,,-13,18,15,30244,112,207,14,6.8,1.7,51|596|857|1129|2309|3643|3767|4846|5581|5970|6720|7040|8660|23411,ACOX1|BCL2|CAV1|CHRM2|FOXO3|INSR|KCNJ11|NOS3|PRKCE|RELA|SREBF1|TGFB1|IRS2|SIRT1,-10,cluster_1_x_name
DisGeNET,35,C0002152,Alloxan Diabetes,,-13,18,15,30244,112,207,14,6.8,1.7,51|596|857|1129|2309|3643|3767|4846|5581|5970|6720|7040|8660|23411,ACOX1|BCL2|CAV1|CHRM2|FOXO3|INSR|KCNJ11|NOS3|PRKCE|RELA|SREBF1|TGFB1|IRS2|SIRT1,-10,cluster_1_x_name
DisGeNET,35,C0019158,Hepatitis,,-13,6,11,30244,656,207,27,13,2.3,348|596|898|1026|1398|1500|1557|1593|2099|2697|3159|3643|3663|4053|4088|4292|4988|5728|5970|6857|7040|7369|8842|23411|50507|79068|259230,APOE|BCL2|CCNE1|CDKN1A|CRK|CTNND1|CYP2C19|CYP27A1|ESR1|GJA1|HMGA1|INSR|IRF5|LTBP2|SMAD3|MLH1|OPRM1|PTEN|RELA|SYT1|TGFB1|UMOD|PROM1|SIRT1|NOX4|FTO|SGMS1,-9.8,cluster_1_x_name
DisGeNET,35,C1704272,Benign Prostatic Hyperplasia,,-13,5.5,11,30244,770,207,29,14,2.4,595|596|842|857|1129|1398|1843|1844|2099|2260|2335|2346|2534|3159|3643|4292|4846|5241|5728|6541|6581|7040|7094|8503|8842|54822|55107|60312|152831,CCND1|BCL2|CASP9|CAV1|CHRM2|CRK|DUSP1|DUSP2|ESR1|FGFR1|FN1|FOLH1|FYN|HMGA1|INSR|MLH1|NOS3|PGR|PTEN|SLC7A1|SLC22A3|TGFB1|TLN1|PIK3R3|PROM1|TRPM7|ANO1|AFAP1|KLB,-9.8,cluster_1_x_name
DisGeNET,35,C0023267,Fibroid Tumor,,-13,7.8,12,30244,413,207,22,11,2.1,595|596|857|1026|2099|2260|2268|2309|2335|2697|3643|4053|4088|4846|5156|5241|5728|7040|9612|10152|10979|55107,CCND1|BCL2|CAV1|CDKN1A|ESR1|FGFR1|FGR|FOXO3|FN1|GJA1|INSR|LTBP2|SMAD3|NOS3|PDGFRA|PGR|PTEN|TGFB1|NCOR2|ABI2|FERMT2|ANO1,-9.7,cluster_1_x_name
DisGeNET,35,C1827293,"Carcinoma of urinary bladder, invasive",,-13,9.7,12,30244,287,207,19,9.2,2,595|596|857|898|1026|1398|2309|2669|3643|4088|4846|5241|5728|5970|6857|7040|7369|8289|8633,CCND1|BCL2|CAV1|CCNE1|CDKN1A|CRK|FOXO3|GEM|INSR|SMAD3|NOS3|PGR|PTEN|RELA|SYT1|TGFB1|UMOD|ARID1A|UNC5C,-9.7,cluster_1_x_name
DisGeNET,35,C0007193,"Cardiomyopathy, Dilated",,-13,6.9,11,30244,511,207,24,12,2.2,154|596|842|1129|1605|2099|2335|2697|3728|4053|4205|4624|4846|5530|5581|6497|6546|6558|6934|7040|7094|10060|23376|150094,ADRB2|BCL2|CASP9|CHRM2|DAG1|ESR1|FN1|GJA1|JUP|LTBP2|MEF2A|MYH6|NOS3|PPP3CA|PRKCE|SKI|SLC8A1|SLC12A2|TCF7L2|TGFB1|TLN1|ABCC9|UFL1|SIK1,-9.7,cluster_1_x_name
DisGeNET,35,C0521158,Recurrent tumor,,-13,5.6,10,30244,735,207,28,14,2.4,358|595|596|857|1544|1605|2099|2268|2335|2346|2547|3643|4088|4292|4846|5156|5241|5587|5728|5774|5970|6201|6857|7040|8842|9612|10979|23166,AQP1|CCND1|BCL2|CAV1|CYP1A2|DAG1|ESR1|FGR|FN1|FOLH1|XRCC6|INSR|SMAD3|MLH1|NOS3|PDGFRA|PGR|PRKD1|PTEN|PTPN3|RELA|RPS7|SYT1|TGFB1|PROM1|NCOR2|FERMT2|STAB1,-9.5,cluster_1_x_name
DisGeNET,35,C0339573,"Glaucoma, Primary Open Angle",,-13,8,11,30244,383,207,21,10,2.1,154|348|358|857|1026|1557|1593|2099|2335|2697|2904|4053|4846|5728|7040|7049|10266|23411|26577|57282|60312,ADRB2|APOE|AQP1|CAV1|CDKN1A|CYP2C19|CYP27A1|ESR1|FN1|GJA1|GRIN2B|LTBP2|NOS3|PTEN|TGFB1|TGFBR3|RAMP2|SIRT1|PCOLCE2|SLC4A10|AFAP1,-9.4,cluster_1_x_name
DisGeNET,35,C0520679,"Sleep Apnea, Obstructive",,-12,7,11,30244,480,207,23,11,2.2,348|406|857|1398|2099|2309|2335|2697|3643|4088|4846|4883|4988|5970|6720|6833|6857|7040|8289|9213|23236|23411|79068,APOE|BMAL1|CAV1|CRK|ESR1|FOXO3|FN1|GJA1|INSR|SMAD3|NOS3|NPR3|OPRM1|RELA|SREBF1|ABCC8|SYT1|TGFB1|ARID1A|XPR1|PLCB1|SIRT1|FTO,-9.4,cluster_1_x_name
DisGeNET,35,C0598935,Tumor Initiation,,-12,6.6,11,30244,533,207,24,12,2.2,406|595|596|857|1398|1488|2099|2309|2335|3159|3643|4792|4988|5156|5241|5728|7040|8289|8660|8842|23411|23683|56992|84444,BMAL1|CCND1|BCL2|CAV1|CRK|CTBP2|ESR1|FOXO3|FN1|HMGA1|INSR|NFKBIA|OPRM1|PDGFRA|PGR|PTEN|TGFB1|ARID1A|IRS2|PROM1|SIRT1|PRKD3|KIF15|DOT1L,-9.4,cluster_1_x_name
DisGeNET,35,C0032584,polyps,,-12,7.9,11,30244,390,207,21,10,2.1,595|596|1026|1152|1488|2099|3159|3663|4292|5156|5241|5728|5970|6581|6857|7040|8554|8842|23411|54822|60312,CCND1|BCL2|CDKN1A|CKB|CTBP2|ESR1|HMGA1|IRF5|MLH1|PDGFRA|PGR|PTEN|RELA|SLC22A3|SYT1|TGFB1|PIAS1|PROM1|SIRT1|TRPM7|AFAP1,-9.3,cluster_1_x_name
DisGeNET,35,C0011884,Diabetic Retinopathy,,-12,5.9,10,30244,644,207,26,13,2.3,348|596|1398|1557|1843|2335|2697|3159|3643|3767|4035|4792|4846|4883|5728|5970|6857|6934|7040|7329|7369|8842|9213|23411|50507|54498,APOE|BCL2|CRK|CYP2C19|DUSP1|FN1|GJA1|HMGA1|INSR|KCNJ11|LRP1|NFKBIA|NOS3|NPR3|PTEN|RELA|SYT1|TCF7L2|TGFB1|UBE2I|UMOD|PROM1|XPR1|SIRT1|NOX4|SMOX,-9.3,cluster_1_x_name
DisGeNET,35,C0271650,Impaired glucose tolerance,,-12,6.1,10,30244,596,207,25,12,2.3,154|348|857|1398|2099|2309|2335|2696|3643|3663|3767|4846|5241|5970|6523|6558|6833|6857|6934|7040|8660|23236|23411|50507|79068,ADRB2|APOE|CAV1|CRK|ESR1|FOXO3|FN1|GIPR|INSR|IRF5|KCNJ11|NOS3|PGR|RELA|SLC5A1|SLC12A2|ABCC8|SYT1|TCF7L2|TGFB1|IRS2|PLCB1|SIRT1|NOX4|FTO,-9.2,cluster_1_x_name
DisGeNET,35,C0019159,Hepatitis A,,-12,7.1,11,30244,451,207,22,11,2.1,348|596|898|1026|1398|1500|1557|1593|2099|2697|4053|4292|4988|5970|6857|7040|7369|8842|9033|23411|79068|259230,APOE|BCL2|CCNE1|CDKN1A|CRK|CTNND1|CYP2C19|CYP27A1|ESR1|GJA1|LTBP2|MLH1|OPRM1|RELA|SYT1|TGFB1|UMOD|PROM1|PKD2L1|SIRT1|FTO|SGMS1,-9.1,cluster_1_x_name
DisGeNET,35,C0038525,Subarachnoid Hemorrhage,,-12,6.7,11,30244,501,207,23,11,2.2,59|154|348|358|596|842|1398|2099|2260|2309|2697|2904|4088|4846|5728|5747|5970|6833|6857|7049|23411|50507|79109,ACTA2|ADRB2|APOE|AQP1|BCL2|CASP9|CRK|ESR1|FGFR1|FOXO3|GJA1|GRIN2B|SMAD3|NOS3|PTEN|PTK2|RELA|ABCC8|SYT1|TGFBR3|SIRT1|NOX4|MAPKAP1,-9.1,cluster_1_x_name
DisGeNET,35,C0020676,Hypothyroidism,,-12,6,10,30244,613,207,25,12,2.3,154|348|406|596|857|987|2260|2534|2547|2697|3643|3663|4035|4624|4846|5728|6497|6720|6857|7040|9612|10783|23411|81570|89780,ADRB2|APOE|BMAL1|BCL2|CAV1|LRBA|FGFR1|FYN|XRCC6|GJA1|INSR|IRF5|LRP1|MYH6|NOS3|PTEN|SKI|SREBF1|SYT1|TGFB1|NCOR2|NEK6|SIRT1|CLPB|WNT3A,-9,cluster_1_x_name
DisGeNET,35,C0035412,Rhabdomyosarcoma,,-12,6.2,10,30244,565,207,24,12,2.2,490|595|596|857|1026|1031|1398|1605|2099|2260|2309|2335|2346|3643|4292|5156|5728|5970|6857|7040|7525|8842|23411|89780,ATP2B1|CCND1|BCL2|CAV1|CDKN1A|CDKN2C|CRK|DAG1|ESR1|FGFR1|FOXO3|FN1|FOLH1|INSR|MLH1|PDGFRA|PTEN|RELA|SYT1|TGFB1|YES1|PROM1|SIRT1|WNT3A,-8.9,cluster_1_x_name
DisGeNET,35,C0205644,"Carcinoma, Granular Cell",,-12,16,14,30244,116,207,13,6.3,1.7,348|595|596|1152|2099|4846|5241|5587|5728|6934|7040|8289|10266,APOE|CCND1|BCL2|CKB|ESR1|NOS3|PGR|PRKD1|PTEN|TCF7L2|TGFB1|ARID1A|RAMP2,-8.9,cluster_1_x_name
DisGeNET,35,C0205643,"Carcinoma, Cribriform",,-12,16,14,30244,117,207,13,6.3,1.7,348|595|596|1152|2099|4846|5241|5587|5728|6934|7040|8289|10266,APOE|CCND1|BCL2|CKB|ESR1|NOS3|PGR|PRKD1|PTEN|TCF7L2|TGFB1|ARID1A|RAMP2,-8.8,cluster_1_x_name
DisGeNET,35,C1328504,Hormone refractory prostate cancer,,-12,5.6,10,30244,683,207,26,13,2.3,154|595|596|857|1026|1445|1655|1785|2099|2260|2309|2346|3643|4205|5728|5747|6237|6720|7040|7514|8660|8842|9612|23411|56913|89780,ADRB2|CCND1|BCL2|CAV1|CDKN1A|CSK|DDX5|DNM2|ESR1|FGFR1|FOXO3|FOLH1|INSR|MEF2A|PTEN|PTK2|RRAS|SREBF1|TGFB1|XPO1|IRS2|PROM1|NCOR2|SIRT1|C1GALT1|WNT3A,-8.8,cluster_1_x_name
DisGeNET,35,C0278488,Carcinoma breast stage IV,,-12,6.1,10,30244,573,207,24,12,2.2,51|154|595|596|857|898|2099|2260|2335|2346|2697|3159|3643|4088|4773|4846|5241|5728|5747|5970|6581|7040|8842|10614,ACOX1|ADRB2|CCND1|BCL2|CAV1|CCNE1|ESR1|FGFR1|FN1|FOLH1|GJA1|HMGA1|INSR|SMAD3|NFATC2|NOS3|PGR|PTEN|PTK2|RELA|SLC22A3|TGFB1|PROM1|HEXIM1,-8.8,cluster_1_x_name
DisGeNET,35,C0007785,Cerebral Infarction,,-12,5.5,10,30244,687,207,26,13,2.3,348|406|490|596|857|1398|1557|1844|2099|2260|2309|2697|4088|4846|4988|5728|6523|6546|6558|6833|7040|8503|10266|23411|50507|54822,APOE|BMAL1|ATP2B1|BCL2|CAV1|CRK|CYP2C19|DUSP2|ESR1|FGFR1|FOXO3|GJA1|SMAD3|NOS3|OPRM1|PTEN|SLC5A1|SLC8A1|SLC12A2|ABCC8|TGFB1|PIK3R3|RAMP2|SIRT1|NOX4|TRPM7,-8.8,cluster_1_x_name
DisGeNET,35,C0205641,"Adenocarcinoma, Basal Cell",,-12,15,13,30244,123,207,13,6.3,1.7,348|595|596|1152|2099|4846|5241|5587|5728|6934|7040|8289|10266,APOE|CCND1|BCL2|CKB|ESR1|NOS3|PGR|PRKD1|PTEN|TCF7L2|TGFB1|ARID1A|RAMP2,-8.6,cluster_1_x_name
DisGeNET,35,C4551687,Sarcoma of soft tissue,,-12,9.6,12,30244,258,207,17,8.2,1.9,358|596|842|857|2099|2260|2335|4205|4292|4507|5156|5529|5728|6857|7040|8842|23411,AQP1|BCL2|CASP9|CAV1|ESR1|FGFR1|FN1|MEF2A|MLH1|MTAP|PDGFRA|PPP2R5E|PTEN|SYT1|TGFB1|PROM1|SIRT1,-8.6,cluster_1_x_name
DisGeNET,35,C0030297,Pancreatic Neoplasm,,-11,5.2,9.7,30244,764,207,27,13,2.3,348|406|595|596|857|887|898|1500|1544|1785|1843|2099|2309|2335|2669|3672|4507|4792|5728|5970|6857|7040|7049|8289|8660|8842|50507,APOE|BMAL1|CCND1|BCL2|CAV1|CCKBR|CCNE1|CTNND1|CYP1A2|DNM2|DUSP1|ESR1|FOXO3|FN1|GEM|ITGA1|MTAP|NFKBIA|PTEN|RELA|SYT1|TGFB1|TGFBR3|ARID1A|IRS2|PROM1|NOX4,-8.6,cluster_1_x_name
DisGeNET,35,C0035126,Reperfusion Injury,,-11,8.8,11,30244,300,207,18,8.7,2,154|595|596|842|857|898|1026|2904|4846|4988|5530|5728|5747|5970|6546|50507|54822|89780,ADRB2|CCND1|BCL2|CASP9|CAV1|CCNE1|CDKN1A|GRIN2B|NOS3|OPRM1|PPP3CA|PTEN|PTK2|RELA|SLC8A1|NOX4|TRPM7|WNT3A,-8.6,cluster_1_x_name
DisGeNET,35,C1445957,Serum total cholesterol measurement,,-11,6.6,10,30244,486,207,22,11,2.1,348|406|463|490|842|1026|1445|1544|1785|2099|2335|3672|4035|5241|5581|5728|6833|6934|51422|64116|79068|84181,APOE|BMAL1|ZFHX3|ATP2B1|CASP9|CDKN1A|CSK|CYP1A2|DNM2|ESR1|FN1|ITGA1|LRP1|PGR|PRKCE|PTEN|ABCC8|TCF7L2|PRKAG2|SLC39A8|FTO|CHD6,-8.6,cluster_1_x_name
DisGeNET,35,C0027796,Neuralgia,,-11,5.1,9.7,30244,766,207,27,13,2.3,348|596|857|1373|1398|1843|1844|2697|2904|3663|4035|4205|4846|4988|5728|6259|6523|6833|7040|7329|7369|10818|23411|50507|55107|79109|89780,APOE|BCL2|CAV1|CPS1|CRK|DUSP1|DUSP2|GJA1|GRIN2B|IRF5|LRP1|MEF2A|NOS3|OPRM1|PTEN|RYK|SLC5A1|ABCC8|TGFB1|UBE2I|UMOD|FRS2|SIRT1|NOX4|ANO1|MAPKAP1|WNT3A,-8.6,cluster_1_x_name
DisGeNET,35,C0035309,Retinal Diseases,,-11,5.3,9.7,30244,714,207,26,13,2.3,154|348|358|595|857|1398|1557|2260|2335|2697|3159|3643|3767|4773|4846|4881|4988|6833|6934|7040|8170|8842|9033|23411|50507|79068,ADRB2|APOE|AQP1|CCND1|CAV1|CRK|CYP2C19|FGFR1|FN1|GJA1|HMGA1|INSR|KCNJ11|NFATC2|NOS3|NPR1|OPRM1|ABCC8|TCF7L2|TGFB1|SLC14A2|PROM1|PKD2L1|SIRT1|NOX4|FTO,-8.5,cluster_1_x_name
DisGeNET,35,C0856169,Endothelial dysfunction,,-11,5.3,9.7,30244,716,207,26,13,2.3,348|358|596|842|857|1398|1557|2099|2335|2669|3643|4205|4846|5241|5728|5970|6541|6857|7040|9351|9644|23411|23576|50507|55107|89780,APOE|AQP1|BCL2|CASP9|CAV1|CRK|CYP2C19|ESR1|FN1|GEM|INSR|MEF2A|NOS3|PGR|PTEN|RELA|SLC7A1|SYT1|TGFB1|NHERF2|SH3PXD2A|SIRT1|DDAH1|NOX4|ANO1|WNT3A,-8.5,cluster_1_x_name
DisGeNET,35,C0018800,Cardiomegaly,,-11,9.3,11,30244,267,207,17,8.2,1.9,59|857|1584|3728|4088|4624|4846|4881|5581|5728|5970|6546|7040|10060|10266|23411|51422,ACTA2|CAV1|CYP11B1|JUP|SMAD3|MYH6|NOS3|NPR1|PRKCE|PTEN|RELA|SLC8A1|TGFB1|ABCC9|RAMP2|SIRT1|PRKAG2,-8.4,cluster_1_x_name
DisGeNET,35,C0007130,Mucinous Adenocarcinoma,,-11,13,12,30244,159,207,14,6.8,1.7,358|595|596|1026|1500|2099|4088|4292|5241|5728|7040|7514|8289|22906,AQP1|CCND1|BCL2|CDKN1A|CTNND1|ESR1|SMAD3|MLH1|PGR|PTEN|TGFB1|XPO1|ARID1A|TRAK1,-8.4,cluster_1_x_name
